"enfoque","formato","variante","texto_principal","titular","descripcion","imagen","url_final"
"E4","square","4","Abogados: antes de pedir más contactos, merece la pena revisar cómo se convierten las consultas en reuniones. Empecemos por vuestro proceso actual. Sistema RedVitalia desde 400 €/mes + IVA. Inversión publicitaria aparte. Hablemos de tu despacho y del alcance de la propuesta.","Para abogados, desde 400 €/mes","Una revisión del proceso","images/redvitalia_E4_meta_square.png","https://redvitalia.srv1480016.hstgr.cloud/abogados/redvitalia.html?utm_source=meta&utm_medium=paid_social&utm_campaign=sistema_redvitalia_abogados&utm_content=e4_meta_square"
"E4","square","5","Abogados, ¿dónde se frena la próxima conversación? En RedVitalia revisamos captación, atención y seguimiento para concretar qué mejorar primero. Sistema RedVitalia desde 400 €/mes + IVA. Inversión publicitaria aparte. Hablemos de tu despacho y del alcance de la propuesta.","Abogados: hablemos del proceso","Siguiente paso claro","images/redvitalia_E4_meta_square.png","https://redvitalia.srv1480016.hstgr.cloud/abogados/redvitalia.html?utm_source=meta&utm_medium=paid_social&utm_campaign=sistema_redvitalia_abogados&utm_content=e4_meta_square"
"E4","story","1","Abogados: recibir consultas y celebrar citas son pasos diferentes. Revisemos qué sucede entre ambos y qué necesita vuestro despacho para atender mejor el interés. Sistema RedVitalia desde 400 €/mes + IVA. Inversión publicitaria aparte. Hablemos de tu despacho y del alcance de la propuesta.","Abogados: consultas y citas","Desde 400 €/mes + IVA","images/redvitalia_E4_meta_story.png","https://redvitalia.srv1480016.hstgr.cloud/abogados/redvitalia.html?utm_source=meta&utm_medium=paid_social&utm_campaign=sistema_redvitalia_abogados&utm_content=e4_meta_story"
"E4","story","2","Abogados, un formulario no cuenta toda la historia. Importa saber si la consulta encaja, si se responde y si llega a una conversación útil. Sistema RedVitalia desde 400 €/mes + IVA. Inversión publicitaria aparte. Hablemos de tu despacho y del alcance de la propuesta.","Abogados: revisemos el recorrido","Publicidad aparte","images/redvitalia_E4_meta_story.png","https://redvitalia.srv1480016.hstgr.cloud/abogados/redvitalia.html?utm_source=meta&utm_medium=paid_social&utm_campaign=sistema_redvitalia_abogados&utm_content=e4_meta_story"
"E4","story","3","Para abogados que buscan una captación más ordenada: especialidad, filtro inicial y siguiente paso. Hablemos del recorrido de vuestras consultas. Sistema RedVitalia desde 400 €/mes + IVA. Inversión publicitaria aparte. Hablemos de tu despacho y del alcance de la propuesta.","Abogados: Sistema RedVitalia","Encaje antes que volumen","images/redvitalia_E4_meta_story.png","https://redvitalia.srv1480016.hstgr.cloud/abogados/redvitalia.html?utm_source=meta&utm_medium=paid_social&utm_campaign=sistema_redvitalia_abogados&utm_content=e4_meta_story"
"E4","story","4","Abogados: antes de pedir más contactos, merece la pena revisar cómo se convierten las consultas en reuniones. Empecemos por vuestro proceso actual. Sistema RedVitalia desde 400 €/mes + IVA. Inversión publicitaria aparte. Hablemos de tu despacho y del alcance de la propuesta.","Para abogados, desde 400 €/mes","Una revisión del proceso","images/redvitalia_E4_meta_story.png","https://redvitalia.srv1480016.hstgr.cloud/abogados/redvitalia.html?utm_source=meta&utm_medium=paid_social&utm_campaign=sistema_redvitalia_abogados&utm_content=e4_meta_story"
"E4","story","5","Abogados, ¿dónde se frena la próxima conversación? En RedVitalia revisamos captación, atención y seguimiento para concretar qué mejorar primero. Sistema RedVitalia desde 400 €/mes + IVA. Inversión publicitaria aparte. Hablemos de tu despacho y del alcance de la propuesta.","Abogados: hablemos del proceso","Siguiente paso claro","images/redvitalia_E4_meta_story.png","https://redvitalia.srv1480016.hstgr.cloud/abogados/redvitalia.html?utm_source=meta&utm_medium=paid_social&utm_campaign=sistema_redvitalia_abogados&utm_content=e4_meta_story"
"E5","feed","1","Abogados: daros a conocer, atender consultas y hacer seguimiento forman parte del mismo recorrido. Presentamos el Sistema RedVitalia para poner ese proceso sobre la mesa. Sistema RedVitalia desde 400 €/mes + IVA. Inversión publicitaria aparte. Hablemos de tu despacho y del alcance de la propuesta.","Abogados: Sistema RedVitalia","Desde 400 €/mes + IVA","images/redvitalia_E5_meta_feed.png","https://redvitalia.srv1480016.hstgr.cloud/abogados/redvitalia.html?utm_source=meta&utm_medium=paid_social&utm_campaign=sistema_redvitalia_abogados&utm_content=e5_meta_feed"
"E5","feed","2","Abogados, el marketing del despacho necesita algo más que un anuncio aislado: una propuesta, un destino claro y una forma de atender el interés. Conoce nuestro sistema. Sistema RedVitalia desde 400 €/mes + IVA. Inversión publicitaria aparte. Hablemos de tu despacho y del alcance de la propuesta.","Abogados: desde 400 €/mes","Publicidad aparte","images/redvitalia_E5_meta_feed.png","https://redvitalia.srv1480016.hstgr.cloud/abogados/redvitalia.html?utm_source=meta&utm_medium=paid_social&utm_campaign=sistema_redvitalia_abogados&utm_content=e5_meta_feed"
"E5","feed","3","Para abogados que quieren revisar su captación con perspectiva: Sistema RedVitalia conecta el mensaje con el siguiente paso del despacho. Definimos el alcance antes de empezar. Sistema RedVitalia desde 400 €/mes + IVA. Inversión publicitaria aparte. Hablemos de tu despacho y del alcance de la propuesta.","Un sistema para abogados","Sistema RedVitalia","images/redvitalia_E5_meta_feed.png","https://redvitalia.srv1480016.hstgr.cloud/abogados/redvitalia.html?utm_source=meta&utm_medium=paid_social&utm_campaign=sistema_redvitalia_abogados&utm_content=e5_meta_feed"
"E5","feed","4","Abogados: ¿qué necesita vuestra próxima etapa? Revisemos especialidad, zona y atención para plantear un Sistema RedVitalia adaptado al despacho. Sistema RedVitalia desde 400 €/mes + IVA. Inversión publicitaria aparte. Hablemos de tu despacho y del alcance de la propuesta.","Abogados: captación y seguimiento","Alcance antes de empezar","images/redvitalia_E5_meta_feed.png","https://redvitalia.srv1480016.hstgr.cloud/abogados/redvitalia.html?utm_source=meta&utm_medium=paid_social&utm_campaign=sistema_redvitalia_abogados&utm_content=e5_meta_feed"
"E5","feed","5","Abogados, una propuesta útil explica el proceso y la inversión. Hablemos del Sistema RedVitalia, de vuestra situación y de lo que tendría sentido preparar. Sistema RedVitalia desde 400 €/mes + IVA. Inversión publicitaria aparte. Hablemos de tu despacho y del alcance de la propuesta.","Abogados: definamos vuestro plan","Hablemos de tu despacho","images/redvitalia_E5_meta_feed.png","https://redvitalia.srv1480016.hstgr.cloud/abogados/redvitalia.html?utm_source=meta&utm_medium=paid_social&utm_campaign=sistema_redvitalia_abogados&utm_content=e5_meta_feed"
"E5","square","1","Abogados: daros a conocer, atender consultas y hacer seguimiento forman parte del mismo recorrido. Presentamos el Sistema RedVitalia para poner ese proceso sobre la mesa. Sistema RedVitalia desde 400 €/mes + IVA. Inversión publicitaria aparte. Hablemos de tu despacho y del alcance de la propuesta.","Abogados: Sistema RedVitalia","Desde 400 €/mes + IVA","images/redvitalia_E5_meta_square.png","https://redvitalia.srv1480016.hstgr.cloud/abogados/redvitalia.html?utm_source=meta&utm_medium=paid_social&utm_campaign=sistema_redvitalia_abogados&utm_content=e5_meta_square"
"E5","square","2","Abogados, el marketing del despacho necesita algo más que un anuncio aislado: una propuesta, un destino claro y una forma de atender el interés. Conoce nuestro sistema. Sistema RedVitalia desde 400 €/mes + IVA. Inversión publicitaria aparte. Hablemos de tu despacho y del alcance de la propuesta.","Abogados: desde 400 €/mes","Publicidad aparte","images/redvitalia_E5_meta_square.png","https://redvitalia.srv1480016.hstgr.cloud/abogados/redvitalia.html?utm_source=meta&utm_medium=paid_social&utm_campaign=sistema_redvitalia_abogados&utm_content=e5_meta_square"
"E5","square","3","Para abogados que quieren revisar su captación con perspectiva: Sistema RedVitalia conecta el mensaje con el siguiente paso del despacho. Definimos el alcance antes de empezar. Sistema RedVitalia desde 400 €/mes + IVA. Inversión publicitaria aparte. Hablemos de tu despacho y del alcance de la propuesta.","Un sistema para abogados","Sistema RedVitalia","images/redvitalia_E5_meta_square.png","https://redvitalia.srv1480016.hstgr.cloud/abogados/redvitalia.html?utm_source=meta&utm_medium=paid_social&utm_campaign=sistema_redvitalia_abogados&utm_content=e5_meta_square"
"E5","square","4","Abogados: ¿qué necesita vuestra próxima etapa? Revisemos especialidad, zona y atención para plantear un Sistema RedVitalia adaptado al despacho. Sistema RedVitalia desde 400 €/mes + IVA. Inversión publicitaria aparte. Hablemos de tu despacho y del alcance de la propuesta.","Abogados: captación y seguimiento","Alcance antes de empezar","images/redvitalia_E5_meta_square.png","https://redvitalia.srv1480016.hstgr.cloud/abogados/redvitalia.html?utm_source=meta&utm_medium=paid_social&utm_campaign=sistema_redvitalia_abogados&utm_content=e5_meta_square"
"E5","square","5","Abogados, una propuesta útil explica el proceso y la inversión. Hablemos del Sistema RedVitalia, de vuestra situación y de lo que tendría sentido preparar. Sistema RedVitalia desde 400 €/mes + IVA. Inversión publicitaria aparte. Hablemos de tu despacho y del alcance de la propuesta.","Abogados: definamos vuestro plan","Hablemos de tu despacho","images/redvitalia_E5_meta_square.png","https://redvitalia.srv1480016.hstgr.cloud/abogados/redvitalia.html?utm_source=meta&utm_medium=paid_social&utm_campaign=sistema_redvitalia_abogados&utm_content=e5_meta_square"
"E5","story","1","Abogados: daros a conocer, atender consultas y hacer seguimiento forman parte del mismo recorrido. Presentamos el Sistema RedVitalia para poner ese proceso sobre la mesa. Sistema RedVitalia desde 400 €/mes + IVA. Inversión publicitaria aparte. Hablemos de tu despacho y del alcance de la propuesta.","Abogados: Sistema RedVitalia","Desde 400 €/mes + IVA","images/redvitalia_E5_meta_story.png","https://redvitalia.srv1480016.hstgr.cloud/abogados/redvitalia.html?utm_source=meta&utm_medium=paid_social&utm_campaign=sistema_redvitalia_abogados&utm_content=e5_meta_story"
"E5","story","2","Abogados, el marketing del despacho necesita algo más que un anuncio aislado: una propuesta, un destino claro y una forma de atender el interés. Conoce nuestro sistema. Sistema RedVitalia desde 400 €/mes + IVA. Inversión publicitaria aparte. Hablemos de tu despacho y del alcance de la propuesta.","Abogados: desde 400 €/mes","Publicidad aparte","images/redvitalia_E5_meta_story.png","https://redvitalia.srv1480016.hstgr.cloud/abogados/redvitalia.html?utm_source=meta&utm_medium=paid_social&utm_campaign=sistema_redvitalia_abogados&utm_content=e5_meta_story"
"E5","story","3","Para abogados que quieren revisar su captación con perspectiva: Sistema RedVitalia conecta el mensaje con el siguiente paso del despacho. Definimos el alcance antes de empezar. Sistema RedVitalia desde 400 €/mes + IVA. Inversión publicitaria aparte. Hablemos de tu despacho y del alcance de la propuesta.","Un sistema para abogados","Sistema RedVitalia","images/redvitalia_E5_meta_story.png","https://redvitalia.srv1480016.hstgr.cloud/abogados/redvitalia.html?utm_source=meta&utm_medium=paid_social&utm_campaign=sistema_redvitalia_abogados&utm_content=e5_meta_story"
"E5","story","4","Abogados: ¿qué necesita vuestra próxima etapa? Revisemos especialidad, zona y atención para plantear un Sistema RedVitalia adaptado al despacho. Sistema RedVitalia desde 400 €/mes + IVA. Inversión publicitaria aparte. Hablemos de tu despacho y del alcance de la propuesta.","Abogados: captación y seguimiento","Alcance antes de empezar","images/redvitalia_E5_meta_story.png","https://redvitalia.srv1480016.hstgr.cloud/abogados/redvitalia.html?utm_source=meta&utm_medium=paid_social&utm_campaign=sistema_redvitalia_abogados&utm_content=e5_meta_story"
"E5","story","5","Abogados, una propuesta útil explica el proceso y la inversión. Hablemos del Sistema RedVitalia, de vuestra situación y de lo que tendría sentido preparar. Sistema RedVitalia desde 400 €/mes + IVA. Inversión publicitaria aparte. Hablemos de tu despacho y del alcance de la propuesta.","Abogados: definamos vuestro plan","Hablemos de tu despacho","images/redvitalia_E5_meta_story.png","https://redvitalia.srv1480016.hstgr.cloud/abogados/redvitalia.html?utm_source=meta&utm_medium=paid_social&utm_campaign=sistema_redvitalia_abogados&utm_content=e5_meta_story"
